Predicate,no predicates,GT,GT Pred CLS,GT Neg,Baseline,Base Pred CLS,Base Neg,Base BLEURT,Base BART,Base BERT,Base BLEU4,Base Meteor,Base Other COCO,After Constrain,Cons Pred CLS,Cons Neg,Cons BLEURT,Cons BART,Cons BERT,Cons BLEU4,Cons Meteor,Cons Other COCO,Cons-Baseline CLS Gap,GT-Baseline CLS Gap,GT-Cons CLS Gap,Cons-Base BLEURT gap,Cons-Base BART gap,Cons-Baseline BERT Gap,Cons-Baseline BLEU Gap,Cons-Baseline METEOR Gap
"{'predicate: orbital period, subject: 1001 gaussia, object: 5.75 (days), sentence: ', 'predicate: former name, subject: 1001 gaussia, object: 1923 oaa907 xc, sentence: ', 'predicate: periapsis, subject: 1001 gaussia, object: 419113394.55312 (kilometres), sentence: ', 'predicate: epoch, subject: 1001 gaussia, object: 2015-06-27, sentence: '}",4,"1001 Gaussia was formerly known as ""1923 OAA907 XC"" and has the epoch date of 31 July 2016. It has a periapsis of 419113394.55312 kilometres and an orbital period of 5.75 days.",0.836645672,"['predicate: epoch, subject: 1001 gaussia, object: 2015-06-27, sentence: 1001 gaussia was formerly known as ""1923 oaa907 xc"" and has the epoch date of 31 july 2016. it has a periapsis of 419113394.55312 kilometres and an orbital period of 5.75 days.', 'predicate: epoch, subject: 1001 gaussia, object: 2015-06-27, sentence: the epoch of 1001 gaussia (formerly known as 1923 oaa907 xc) is on 31 july 2016. it has an orbital period of 5.75 days and a periapsis of 419113394.55312 (kilometres).']","1001 gaussia, formerly known as 1923 oaa907 xc, has an epoch date of june 27th 2015. it has an orbital period of 5.75 days and a periapsis of 419113394.55312 kilometres",0.999883667,,0.781256378,-1.36617732,0.9593475,0.666702583,0.452545156,"{'image_id': 'inst-1298', 'Bleu_1': 0.8666666666377778, 'Bleu_2': 0.7922033873027755, 'Bleu_3': 0.7249723225068876, 'Bleu_4': 0.6667025832808522, 'METEOR': 0.45254515567474185, 'ROUGE_L': 0.6850986082003332, 'CIDEr': 4.737961588974138}","1001 gaussia, formerly known as 1923 oaa907 xc, has an epoch date of june 27th 2015, an orbital period of 5.75 days and a periapsis of 419113394.55312 km",0.999874249,,0.753945172,-1.508497715,0.95315766,0.586990718,0.439818745,"{'image_id': 'inst-1298', 'Bleu_1': 0.7926095256778318, 'Bleu_2': 0.7336168595773122, 'Bleu_3': 0.6539244751489035, 'Bleu_4': 0.5869907184154325, 'METEOR': 0.4398187451654107, 'ROUGE_L': 0.6340956340956342, 'CIDEr': 3.8046650123494015}",-9.42E-06,-0.163237995,-0.163228577,-0.027311206,-0.142320395,-0.006189823,-0.079711865,-0.012726411
"{'predicate: academic discipline, subject: acta palaeontologica polonica, object: paleobiology, sentence: ', 'predicate: abbreviation, subject: acta palaeontologica polonica, object: acta palaeontol. pol., sentence: ', 'predicate: CODEN_code, subject: acta palaeontologica polonica, object: apgpac, sentence: '}",3,"Acta Palaeontologica Polonica, abbreviated Acta Palaeontol. Pol, has the CODEN code APGPAC and publishes academic works in Paleobiology.",0.999651922,,acta palaeontologica polonica (abbreviated to acta palaeontol. pol.) is part of the academic discipline of paleobiology and has the coden code apgpac,0.999855657,,0.754029214,-1.108666778,0.9636018,0.500164609,0.445772678,"{'image_id': 'inst-1140', 'Bleu_1': 0.7916666666336806, 'Bleu_2': 0.694178693082685, 'Bleu_3': 0.6028000680559479, 'Bleu_4': 0.500164609053511, 'METEOR': 0.4457726781492306, 'ROUGE_L': 0.6956140350877194, 'CIDEr': 3.046691103363501}",acta palaeontologica polonica (abbreviated to acta palaeontol. pol.) is part of the academic discipline of paleobiology and has the coden code apgpac,0.999855657,,0.754029214,-1.108666778,0.9636019,0.500164609,0.445772678,"{'image_id': 'inst-1140', 'Bleu_1': 0.7916666666336806, 'Bleu_2': 0.694178693082685, 'Bleu_3': 0.6028000680559479, 'Bleu_4': 0.500164609053511, 'METEOR': 0.4457726781492306, 'ROUGE_L': 0.6956140350877194, 'CIDEr': 3.046691103363501}",0,-0.000203735,-0.000203735,0,0,5.96E-08,0,0
"{'predicate: commander, subject: battle of salem church, object: robert e. lee, sentence: ', 'predicate: battles, subject: aaron s. daggett, object: battle of salem church, sentence: '}",2,Robert E Lee was a commander in the Battle of Salem Church where Aaron S Daggett also fought.,0.999911368,,aaron s daggett fought in the battle of salem church where robert e lee was a commander,0.999913156,,0.75419414,-1.458635449,0.9545815,0.785682717,0.539017311,"{'image_id': 'inst-811', 'Bleu_1': 0.9428731437439486, 'Bleu_2': 0.912932995824958, 'Bleu_3': 0.8566571029594642, 'Bleu_4': 0.7856827172117796, 'METEOR': 0.5390173114622395, 'ROUGE_L': 0.39794967381174273, 'CIDEr': 4.976168998386919}",aaron s daggett fought in the battle of salem church where robert e lee was a commander,0.999913156,,0.75419414,-1.458635449,0.9545815,0.785682717,0.539017311,"{'image_id': 'inst-811', 'Bleu_1': 0.9428731437439486, 'Bleu_2': 0.912932995824958, 'Bleu_3': 0.8566571029594642, 'Bleu_4': 0.7856827172117796, 'METEOR': 0.5390173114622395, 'ROUGE_L': 0.39794967381174273, 'CIDEr': 4.976168998386919}",0,-1.79E-06,-1.79E-06,0,0,0,0,0
"{'predicate: birth place, subject: allen forrest, object: fort campbell, sentence: ', 'predicate: birth year, subject: allen forrest, object: 1981, sentence: ', 'predicate: background, subject: allen forrest, object: solo singer, sentence: ', 'predicate: genre, subject: allen forrest, object: rhythm and blues, sentence: '}",4,"Allen Forrest's Allen Forrest was born in Fort Campbell, in 1981. He is a solo singer whose genre of music is Rhythm and Blues.",0.91905144,"[""predicate: background, subject: allen forrest, object: solo singer, sentence: allen forrest's allen forrest was born in fort campbell, in 1981. he is a solo singer whose genre of music is rhythm and blues.""]","allen forrest was born in fort campbell, in 1981. he is a solo singer and performs rhythm and blues music",0.751937956,"['predicate: background, subject: allen forrest, object: solo singer, sentence: allen forrest was born in fort campbell, in 1981. he is a solo singer and performs rhythm and blues music']",0.754409134,-1.684746385,0.9495563,0.76942974,0.440436776,"{'image_id': 'inst-1217', 'Bleu_1': 0.9499999999525, 'Bleu_2': 0.8660254037399979, 'Bleu_3': 0.8151622077084754, 'Bleu_4': 0.7694297398649054, 'METEOR': 0.440436776327502, 'ROUGE_L': 0.7407142857142858, 'CIDEr': 3.8010777141396073}","allen forrest was born in fort campbell, in 1981. he is a solo singer and performs rhythm and blues music",0.751937956,"['predicate: background, subject: allen forrest, object: solo singer, sentence: allen forrest was born in fort campbell, in 1981. he is a solo singer and performs rhythm and blues music']",0.754409134,-1.684746265,0.9495563,0.76942974,0.440436776,"{'image_id': 'inst-1217', 'Bleu_1': 0.9499999999525, 'Bleu_2': 0.8660254037399979, 'Bleu_3': 0.8151622077084754, 'Bleu_4': 0.7694297398649054, 'METEOR': 0.440436776327502, 'ROUGE_L': 0.7407142857142858, 'CIDEr': 3.8010777141396073}",0,0.167113484,0.167113484,0,1.19E-07,0,0,0
"{'predicate: time in space, subject: alan bean, object: 100305.0""(minutes), sentence: ', 'predicate: was selected by NASA, subject: alan bean, object: 1963, sentence: '}",2,"Alan Bean, hired by NASA in 1963, spent over 69 days in space.",0.998645216,,"alan bean, who spent 100305 minutes in space, was selected by nasa in 1963",0.999905407,,0.754453182,-1.857422113,0.9478695,0.54413074,0.430479909,"{'image_id': 'inst-563', 'Bleu_1': 0.9285714284387758, 'Bleu_2': 0.8017837256205301, 'Bleu_3': 0.6850067104926105, 'Bleu_4': 0.5441307403941105, 'METEOR': 0.43047990882422776, 'ROUGE_L': 0.5269978401727862, 'CIDEr': 2.647980538958266}","alan bean, who spent 100305 minutes in space, was selected by nasa in 1963",0.999905407,,0.754453182,-1.857422113,0.9478695,0.54413074,0.430479909,"{'image_id': 'inst-563', 'Bleu_1': 0.9285714284387758, 'Bleu_2': 0.8017837256205301, 'Bleu_3': 0.6850067104926105, 'Bleu_4': 0.5441307403941105, 'METEOR': 0.43047990882422776, 'ROUGE_L': 0.5269978401727862, 'CIDEr': 2.647980538958266}",0,-0.001260191,-0.001260191,0,0,0,0,0
"{'predicate: country, subject: barny cakes, object: france, sentence: ', 'predicate: leader name, subject: france, object: françois hollande, sentence: ', 'predicate: leader name, subject: france, object: gérard larcher, sentence: '}",3,"François Hollande and Gérard Larcher are leaders in France, where Barny Cakes come from.",0.999926024,,barny cakes can be found in france where gerard larcher and françois hollande are leaders,0.999930223,,0.755241334,-1.851081848,0.9467252,0.589641202,0.398191793,"{'image_id': 'inst-1037', 'Bleu_1': 0.9999999998666668, 'Bleu_2': 0.8864052603076206, 'Bleu_3': 0.7131116241900515, 'Bleu_4': 0.5896412024140917, 'METEOR': 0.39819179305875746, 'ROUGE_L': 0.6666666666666666, 'CIDEr': 3.063131627838425}",barny cakes can be found in france where gerard larcher and françois hollande are leaders,0.999930223,,0.755241334,-1.851081848,0.9467252,0.589641202,0.398191793,"{'image_id': 'inst-1037', 'Bleu_1': 0.9999999998666668, 'Bleu_2': 0.8864052603076206, 'Bleu_3': 0.7131116241900515, 'Bleu_4': 0.5896412024140917, 'METEOR': 0.39819179305875746, 'ROUGE_L': 0.6666666666666666, 'CIDEr': 3.063131627838425}",0,-4.20E-06,-4.20E-06,0,0,0,0,0
"{'predicate: significant building, subject: julia morgan, object: riverside art museum, sentence: '}",1,The Riverside Art Museum is one of Julia Morgan's significant buildings.,0.999924541,,"julia morgan has designed many significant buildings, including the riverside art museum",0.999885082,,0.688547015,-2.263422012,0.9130082,0.286462902,0.401846412,"{'image_id': 'inst-239', 'Bleu_1': 0.6666666665555557, 'Bleu_2': 0.5504818824693483, 'Bleu_3': 0.392800487867684, 'Bleu_4': 0.28646290153654075, 'METEOR': 0.40184641171842556, 'ROUGE_L': 0.3333333333333333, 'CIDEr': 3.74228636736512}",julia morgan's significant building is the riverside art museum,0.999922276,,0.755339265,-2.184507608,0.9256575,0.443000694,0.478943981,"{'image_id': 'inst-239', 'Bleu_1': 0.7368576776228124, 'Bleu_2': 0.6341861142094158, 'Bleu_3': 0.5480853432397755, 'Bleu_4': 0.4430006935223295, 'METEOR': 0.47894398067909577, 'ROUGE_L': 0.3577712609970674, 'CIDEr': 5.232065047799949}",3.72E-05,3.95E-05,2.26E-06,0.06679225,0.078914404,0.012649298,0.156537792,0.077097569
"{'predicate: ground, subject: a.f.c. fylde, object: lancashire, sentence: '}",1,The ground of AFC Fylde can be found in the county of Lancashire.,0.999915898,,afc fylde's ground is in lancashire,0.999926209,,0.755339921,-1.602338076,0.9413055,0.880111737,1,"{'image_id': 'inst-416', 'Bleu_1': 0.9999999997142859, 'Bleu_2': 0.9999999997023811, 'Bleu_3': 0.9283177664322725, 'Bleu_4': 0.8801117365005469, 'METEOR': 1.0, 'ROUGE_L': 0.8571428571428571, 'CIDEr': 4.603580224339368}",afc fylde's ground is in lancashire,0.999926209,,0.755339921,-1.602338076,0.9413055,0.880111737,1,"{'image_id': 'inst-416', 'Bleu_1': 0.9999999997142859, 'Bleu_2': 0.9999999997023811, 'Bleu_3': 0.9283177664322725, 'Bleu_4': 0.8801117365005469, 'METEOR': 1.0, 'ROUGE_L': 0.8571428571428571, 'CIDEr': 4.603580224339368}",0,-1.03E-05,-1.03E-05,0,0,0,0,0
"{'predicate: CODEN_code, subject: aip advances, object: aaidbi, sentence: ', 'predicate: abbreviation, subject: aip advances, object: aip adv., sentence: ', 'predicate: impact factor, subject: aip advances, object: 1.524, sentence: '}",3,Abbreviation for AIP Advances is AIP Adv. and the code is AAIDBI with an impact factor of 1.524.,0.999766178,,"aip advances (abbreviated to aip adv.) has a coden code of ""aaidbi"" and an impact factor of 1.524",0.999916275,,0.755369067,-1.457028985,0.94145733,0.645277283,0.543812,"{'image_id': 'inst-1097', 'Bleu_1': 0.899999999955, 'Bleu_2': 0.8143450710041666, 'Bleu_3': 0.7168827764694786, 'Bleu_4': 0.6452772831710426, 'METEOR': 0.5438120004264049, 'ROUGE_L': 0.5844947735191638, 'CIDEr': 4.852548735476252}","aip advances (abbreviated to aip adv.) has a coden code of ""aaidbi"" and an impact factor of 1.524",0.999916275,,0.755369067,-1.457029104,0.94145733,0.645277283,0.543812,"{'image_id': 'inst-1097', 'Bleu_1': 0.899999999955, 'Bleu_2': 0.8143450710041666, 'Bleu_3': 0.7168827764694786, 'Bleu_4': 0.6452772831710426, 'METEOR': 0.5438120004264049, 'ROUGE_L': 0.5844947735191638, 'CIDEr': 4.852548735476252}",0,-0.000150098,-0.000150098,0,-1.19E-07,0,0,0
"{'predicate: genre, subject: suburban legends, object: pop music, sentence: ', 'predicate: associated band/associated musical artist, subject: aaron bertram, object: suburban legends, sentence: '}",2,Pop music band Suburban Legends includes musician Aaron Bertram.,0.988917907,,aaron bertram plays for the suburban legends band which plays pop music,0.986110657,,0.7553792,-1.391656756,0.9864963,0.676130446,0.516479393,"{'image_id': 'inst-556', 'Bleu_1': 0.8433740466029842, 'Bleu_2': 0.7967818355431623, 'Bleu_3': 0.7422130069592169, 'Bleu_4': 0.6761304461779667, 'METEOR': 0.5164793934094996, 'ROUGE_L': 0.8133333333333334, 'CIDEr': 4.355252548155944}",aaron bertram plays for the suburban legends band which plays pop music,0.986110657,,0.7553792,-1.391656756,0.9864963,0.676130446,0.516479393,"{'image_id': 'inst-556', 'Bleu_1': 0.8433740466029842, 'Bleu_2': 0.7967818355431623, 'Bleu_3': 0.7422130069592169, 'Bleu_4': 0.6761304461779667, 'METEOR': 0.5164793934094996, 'ROUGE_L': 0.8133333333333334, 'CIDEr': 4.355252548155944}",0,0.00280725,0.00280725,0,0,0,0,0
"{'predicate: orbital period, subject: 1099 figneria, object: 179942000.0, sentence: ', 'predicate: mass, subject: 1099 figneria, object: 2.7 (kilograms), sentence: ', 'predicate: epoch, subject: 1099 figneria, object: 2006-12-31, sentence: '}",3,"1099 Figneria, which has an orbital period of 179942000.0 and a mass of 2.7 kg, has an epoch date of 31 December 2006.",0.999868691,,1099 figneria has a mass of 2.7 kilograms and an orbital period of 179942000.0. its epoch date is 31 december 2006,0.999890129,,0.755452693,-1.102131724,0.9624994,0.596120912,0.471656321,"{'image_id': 'inst-975', 'Bleu_1': 0.8626877209576516, 'Bleu_2': 0.7854473795989078, 'Bleu_3': 0.698335620461368, 'Bleu_4': 0.5961209124392612, 'METEOR': 0.4716563214242098, 'ROUGE_L': 0.5861049519586106, 'CIDEr': 4.429693508356676}",1099 figneria has a mass of 2.7 kilograms and an orbital period of 179942000.0. its epoch date is 31 december 2006,0.999890129,,0.755452693,-1.102131724,0.9624994,0.596120912,0.471656321,"{'image_id': 'inst-975', 'Bleu_1': 0.8626877209576516, 'Bleu_2': 0.7854473795989078, 'Bleu_3': 0.698335620461368, 'Bleu_4': 0.5961209124392612, 'METEOR': 0.4716563214242098, 'ROUGE_L': 0.5861049519586106, 'CIDEr': 4.429693508356676}",0,-2.14E-05,-2.14E-05,0,0,0,0,0
"{'predicate: spouse, subject: albert b. white, object: agnes ward white, sentence: '}",1,The spouse of Albert B. White was Agnes Ward White.,0.999894102,,agnes ward white is the spouse of albert b. white,0.999907017,,0.755630076,-1.325382948,0.98282075,0.698534206,0.9,"{'image_id': 'inst-342', 'Bleu_1': 0.9999999998000004, 'Bleu_2': 0.9428090413882642, 'Bleu_3': 0.822070691269181, 'Bleu_4': 0.6985342055045127, 'METEOR': 0.8999999999999999, 'ROUGE_L': 0.8, 'CIDEr': 5.232382603094364}",agnes ward white is the spouse of albert b. white,0.999907017,,0.755630076,-1.325382948,0.98282075,0.698534206,0.9,"{'image_id': 'inst-342', 'Bleu_1': 0.9999999998000004, 'Bleu_2': 0.9428090413882642, 'Bleu_3': 0.822070691269181, 'Bleu_4': 0.6985342055045127, 'METEOR': 0.8999999999999999, 'ROUGE_L': 0.8, 'CIDEr': 5.232382603094364}",0,-1.29E-05,-1.29E-05,0,0,0,0,0
"{'predicate: ethnic group, subject: south africa, object: coloured, sentence: ', 'predicate: capital, subject: south africa, object: cape town, sentence: ', 'predicate: location, subject: 11 diagonal street, object: south africa, sentence: ', 'predicate: leader name, subject: south africa, object: cyril ramaphosa, sentence: ', 'predicate: ethnic group, subject: south africa, object: asian south africans, sentence: '}",5,11 Diagonal Street is in South Africa whose capital is Cape Town and Cyril Ramaphosa is one of its leaders. Ethnic groups in South Africa are Coloured people and Asian South Africans.,0.999920483,,"11 diagonal street is located in south africa, which has cape town as its capital. cyril ramaphosa is the leader of south africa and one of the ethnic groups are the coloured people and asian south africans",0.999930096,,0.770817757,-1.361565471,0.9582888,0.638757993,0.515181339,"{'image_id': 'inst-1471', 'Bleu_1': 0.9207222355900649, 'Bleu_2': 0.8348784222740356, 'Bleu_3': 0.7291612464601205, 'Bleu_4': 0.6387579925120253, 'METEOR': 0.5151813390542382, 'ROUGE_L': 0.6754935002407317, 'CIDEr': 3.7114794171060987}","11 diagonal street is located in south africa, the capital of which is cape town. cyril ramaphosa is the leader of south africa, where asian south africans and coloured people are ethnic groups",0.999930859,,0.756083667,-1.402704,0.9593804,0.602644093,0.468161231,"{'image_id': 'inst-1471', 'Bleu_1': 0.9696969696382004, 'Bleu_2': 0.83484710988573, 'Bleu_3': 0.7111983301944247, 'Bleu_4': 0.6026440926873667, 'METEOR': 0.46816123072858534, 'ROUGE_L': 0.6170966110268084, 'CIDEr': 4.186934948814898}",7.63E-07,-9.61E-06,-1.04E-05,-0.014734089,-0.04113853,0.0010916,-0.0361139,-0.047020108
"{'predicate: launch site, subject: atlas ii, object: vandenberg afb space launch complex 3, sentence: ', 'predicate: country origin, subject: atlas ii, object: united states, sentence: '}",2,"Atlas II, from the United States, has its launchpad at Vandenberg AFB Space Launch Complex 3.",0.99625811,,the atlas ii originates from the united states and was launched from vandenberg afb space launch complex 3,0.983658075,,0.756387234,-1.697333336,0.97524536,0.55706054,0.539896261,"{'image_id': 'inst-737', 'Bleu_1': 0.9444444443395061, 'Bleu_2': 0.8498365855029826, 'Bleu_3': 0.7121097802014388, 'Bleu_4': 0.5570605401074644, 'METEOR': 0.5398962607632443, 'ROUGE_L': 0.7777777777777778, 'CIDEr': 5.38463919533445}",the atlas ii originates from the united states and was launched from vandenberg afb space launch complex 3,0.983658075,,0.756387234,-1.697333336,0.97524536,0.55706054,0.539896261,"{'image_id': 'inst-737', 'Bleu_1': 0.9444444443395061, 'Bleu_2': 0.8498365855029826, 'Bleu_3': 0.7121097802014388, 'Bleu_4': 0.5570605401074644, 'METEOR': 0.5398962607632443, 'ROUGE_L': 0.7777777777777778, 'CIDEr': 5.38463919533445}",0,0.012600034,0.012600034,0,0,0,0,0
